2040-12-05 00:45:00 | TZ202 | Narrow | pos=7 | open=2040-12-04 21:45:00 | close=2040-12-05 00:15:00 | carousel=UNASSIGNED
2040-12-06 01:35:00 | TZ88 | Narrow | pos=7 | open=2040-12-05 22:35:00 | close=2040-12-06 01:05:00 | carousel=UNASSIGNED
2040-12-06 01:35:00 | TZ1906 | Narrow | pos=7 | open=2040-12-05 22:35:00 | close=2040-12-06 01:05:00 | carousel=UNASSIGNED
2040-12-06 01:35:00 | TZ1902 | Narrow | pos=7 | open=2040-12-05 22:35:00 | close=2040-12-06 01:05:00 | carousel=UNASSIGNED
2040-12-06 01:45:00 | TZ2 | Narrow | pos=7 | open=2040-12-05 22:45:00 | close=2040-12-06 01:15:00 | carousel=UNASSIGNED
2040-12-06 01:45:00 | TZ228 | Narrow | pos=7 | open=2040-12-05 22:45:00 | close=2040-12-06 01:15:00 | carousel=UNASSIGNED
2040-12-06 01:55:00 | TZ220 | Narrow | pos=7 | open=2040-12-05 22:55:00 | close=2040-12-06 01:25:00 | carousel=UNASSIGNED
2040-12-06 02:00:00 | TZ5507 | Narrow | pos=7 | open=2040-12-05 23:00:00 | close=2040-12-06 01:30:00 | carousel=UNASSIGNED
2040-12-06 03:00:00 | TZ3617 | Narrow | pos=7 | open=2040-12-06 00:00:00 | close=2040-12-06 02:30:00 | carousel=UNASSIGNED
2040-12-06 06:00:00 | TR2986 | Wide | pos=3 | open=2040-12-06 03:00:00 | close=2040-12-06 05:30:00 | carousel=UNASSIGNED
2040-12-06 06:05:00 | TZ128 | Narrow | pos=7 | open=2040-12-06 03:05:00 | close=2040-12-06 05:35:00 | carousel=UNASSIGNED
2040-12-06 06:05:00 | TR2062 | Wide | pos=3 | open=2040-12-06 03:05:00 | close=2040-12-06 05:35:00 | carousel=UNASSIGNED
2040-12-06 06:15:00 | TZ288 | Narrow | pos=7 | open=2040-12-06 03:15:00 | close=2040-12-06 05:45:00 | carousel=UNASSIGNED
2040-12-06 06:30:00 | TR5011 | Wide | pos=3 | open=2040-12-06 03:30:00 | close=2040-12-06 06:00:00 | carousel=UNASSIGNED
2040-12-06 06:30:00 | TR2102 | Wide | pos=3 | open=2040-12-06 03:30:00 | close=2040-12-06 06:00:00 | carousel=UNASSIGNED
2040-12-06 06:50:00 | TR5009 | Wide | pos=3 | open=2040-12-06 03:50:00 | close=2040-12-06 06:20:00 | carousel=UNASSIGNED
2040-12-06 07:00:00 | TR98 | Wide | pos=3 | open=2040-12-06 04:00:00 | close=2040-12-06 06:30:00 | carousel=UNASSIGNED
2040-12-06 07:05:00 | TR2322 | Wide | pos=3 | open=2040-12-06 04:05:00 | close=2040-12-06 06:35:00 | carousel=UNASSIGNED
2040-12-06 07:10:00 | TR3605 | Wide | pos=3 | open=2040-12-06 04:10:00 | close=2040-12-06 06:40:00 | carousel=UNASSIGNED
2040-12-06 07:15:00 | TZ3609 | Narrow | pos=7 | open=2040-12-06 04:15:00 | close=2040-12-06 06:45:00 | carousel=UNASSIGNED
2040-12-06 07:20:00 | TR2934 | Wide | pos=3 | open=2040-12-06 04:20:00 | close=2040-12-06 06:50:00 | carousel=UNASSIGNED
2040-12-06 07:20:00 | TR2822 | Wide | pos=3 | open=2040-12-06 04:20:00 | close=2040-12-06 06:50:00 | carousel=UNASSIGNED
2040-12-06 07:25:00 | MI20 | Wide | pos=3 | open=2040-12-06 04:25:00 | close=2040-12-06 06:55:00 | carousel=UNASSIGNED
2040-12-06 07:30:00 | TR2462 | Wide | pos=3 | open=2040-12-06 04:30:00 | close=2040-12-06 07:00:00 | carousel=UNASSIGNED
2040-12-06 07:30:00 | MI436 | Wide | pos=3 | open=2040-12-06 04:30:00 | close=2040-12-06 07:00:00 | carousel=UNASSIGNED
2040-12-06 07:30:00 | TR5003 | Wide | pos=3 | open=2040-12-06 04:30:00 | close=2040-12-06 07:00:00 | carousel=UNASSIGNED
2040-12-06 07:35:00 | TR3667 | Wide | pos=3 | open=2040-12-06 04:35:00 | close=2040-12-06 07:05:00 | carousel=UNASSIGNED
2040-12-06 07:40:00 | MI234 | Wide | pos=3 | open=2040-12-06 04:40:00 | close=2040-12-06 07:10:00 | carousel=UNASSIGNED
2040-12-06 07:45:00 | MI602 | Wide | pos=3 | open=2040-12-06 04:45:00 | close=2040-12-06 07:15:00 | carousel=UNASSIGNED
2040-12-06 07:45:00 | TR2948 | Wide | pos=3 | open=2040-12-06 04:45:00 | close=2040-12-06 07:15:00 | carousel=UNASSIGNED
2040-12-06 07:50:00 | TR3627 | Wide | pos=3 | open=2040-12-06 04:50:00 | close=2040-12-06 07:20:00 | carousel=UNASSIGNED
2040-12-06 07:50:00 | MI124 | Wide | pos=3 | open=2040-12-06 04:50:00 | close=2040-12-06 07:20:00 | carousel=UNASSIGNED
2040-12-06 07:50:00 | MI68 | Wide | pos=3 | open=2040-12-06 04:50:00 | close=2040-12-06 07:20:00 | carousel=UNASSIGNED
2040-12-06 07:55:00 | TR2260 | Wide | pos=3 | open=2040-12-06 04:55:00 | close=2040-12-06 07:25:00 | carousel=UNASSIGNED
2040-12-06 08:00:00 | TR2152 | Wide | pos=3 | open=2040-12-06 05:00:00 | close=2040-12-06 07:30:00 | carousel=UNASSIGNED
2040-12-06 08:00:00 | TZ3621 | Narrow | pos=7 | open=2040-12-06 05:00:00 | close=2040-12-06 07:30:00 | carousel=UNASSIGNED
2040-12-06 08:00:00 | MI366 | Wide | pos=3 | open=2040-12-06 05:00:00 | close=2040-12-06 07:30:00 | carousel=UNASSIGNED
2040-12-06 08:00:00 | MI3629 | Wide | pos=3 | open=2040-12-06 05:00:00 | close=2040-12-06 07:30:00 | carousel=UNASSIGNED
2040-12-06 08:10:00 | MI1983 | Wide | pos=3 | open=2040-12-06 05:10:00 | close=2040-12-06 07:40:00 | carousel=UNASSIGNED
2040-12-06 08:10:00 | TZ3604 | Narrow | pos=7 | open=2040-12-06 05:10:00 | close=2040-12-06 07:40:00 | carousel=UNASSIGNED
2040-12-06 08:10:00 | MI3638 | Wide | pos=3 | open=2040-12-06 05:10:00 | close=2040-12-06 07:40:00 | carousel=UNASSIGNED
2040-12-06 08:20:00 | MI2495 | Wide | pos=3 | open=2040-12-06 05:20:00 | close=2040-12-06 07:50:00 | carousel=UNASSIGNED
2040-12-06 08:25:00 | TR2106 | Wide | pos=3 | open=2040-12-06 05:25:00 | close=2040-12-06 07:55:00 | carousel=UNASSIGNED
2040-12-06 08:30:00 | TR3611 | Wide | pos=3 | open=2040-12-06 05:30:00 | close=2040-12-06 08:00:00 | carousel=UNASSIGNED
2040-12-06 08:30:00 | TR94 | Wide | pos=3 | open=2040-12-06 05:30:00 | close=2040-12-06 08:00:00 | carousel=UNASSIGNED
2040-12-06 08:30:00 | MI702 | Wide | pos=3 | open=2040-12-06 05:30:00 | close=2040-12-06 08:00:00 | carousel=UNASSIGNED
2040-12-06 08:35:00 | TR2662 | Wide | pos=3 | open=2040-12-06 05:35:00 | close=2040-12-06 08:05:00 | carousel=UNASSIGNED
2040-12-06 08:50:00 | TZ5513 | Narrow | pos=7 | open=2040-12-06 05:50:00 | close=2040-12-06 08:20:00 | carousel=UNASSIGNED
2040-12-06 08:55:00 | TR2994 | Wide | pos=3 | open=2040-12-06 05:55:00 | close=2040-12-06 08:25:00 | carousel=UNASSIGNED
2040-12-06 09:00:00 | TR2428 | Wide | pos=3 | open=2040-12-06 06:00:00 | close=2040-12-06 08:30:00 | carousel=UNASSIGNED
2040-12-06 09:00:00 | MI986 | Wide | pos=3 | open=2040-12-06 06:00:00 | close=2040-12-06 08:30:00 | carousel=UNASSIGNED
2040-12-06 09:05:00 | TZ282 | Narrow | pos=7 | open=2040-12-06 06:05:00 | close=2040-12-06 08:35:00 | carousel=UNASSIGNED
2040-12-06 09:15:00 | TR1990 | Wide | pos=3 | open=2040-12-06 06:15:00 | close=2040-12-06 08:45:00 | carousel=UNASSIGNED
2040-12-06 09:15:00 | TR1992 | Wide | pos=3 | open=2040-12-06 06:15:00 | close=2040-12-06 08:45:00 | carousel=UNASSIGNED
2040-12-06 09:25:00 | TR3601 | Wide | pos=3 | open=2040-12-06 06:25:00 | close=2040-12-06 08:55:00 | carousel=UNASSIGNED
2040-12-06 09:30:00 | TR1988 | Wide | pos=3 | open=2040-12-06 06:30:00 | close=2040-12-06 09:00:00 | carousel=UNASSIGNED
2040-12-06 09:35:00 | TR3603 | Wide | pos=3 | open=2040-12-06 06:35:00 | close=2040-12-06 09:05:00 | carousel=UNASSIGNED
2040-12-06 09:35:00 | TR1986 | Wide | pos=3 | open=2040-12-06 06:35:00 | close=2040-12-06 09:05:00 | carousel=UNASSIGNED
2040-12-06 09:45:00 | TR2454 | Wide | pos=3 | open=2040-12-06 06:45:00 | close=2040-12-06 09:15:00 | carousel=UNASSIGNED
2040-12-06 09:50:00 | TR88 | Wide | pos=3 | open=2040-12-06 06:50:00 | close=2040-12-06 09:20:00 | carousel=UNASSIGNED
2040-12-06 10:00:00 | TR2916 | Wide | pos=3 | open=2040-12-06 07:00:00 | close=2040-12-06 09:30:00 | carousel=UNASSIGNED
2040-12-06 10:00:00 | TR2308 | Wide | pos=3 | open=2040-12-06 07:00:00 | close=2040-12-06 09:30:00 | carousel=UNASSIGNED
2040-12-06 10:05:00 | TR2182 | Wide | pos=3 | open=2040-12-06 07:05:00 | close=2040-12-06 09:35:00 | carousel=UNASSIGNED
2040-12-06 10:10:00 | TZ5501 | Narrow | pos=7 | open=2040-12-06 07:10:00 | close=2040-12-06 09:40:00 | carousel=UNASSIGNED
2040-12-06 10:10:00 | TZ5503 | Narrow | pos=7 | open=2040-12-06 07:10:00 | close=2040-12-06 09:40:00 | carousel=UNASSIGNED
2040-12-06 10:15:00 | TR2278 | Wide | pos=3 | open=2040-12-06 07:15:00 | close=2040-12-06 09:45:00 | carousel=UNASSIGNED
2040-12-06 10:25:00 | TZ82 | Narrow | pos=7 | open=2040-12-06 07:25:00 | close=2040-12-06 09:55:00 | carousel=UNASSIGNED
2040-12-06 10:25:00 | TR3659 | Wide | pos=3 | open=2040-12-06 07:25:00 | close=2040-12-06 09:55:00 | carousel=UNASSIGNED
2040-12-06 10:30:00 | TR1984 | Wide | pos=3 | open=2040-12-06 07:30:00 | close=2040-12-06 10:00:00 | carousel=UNASSIGNED
2040-12-06 10:45:00 | TZ3602 | Narrow | pos=7 | open=2040-12-06 07:45:00 | close=2040-12-06 10:15:00 | carousel=UNASSIGNED
2040-12-06 11:00:00 | TZ226 | Narrow | pos=7 | open=2040-12-06 08:00:00 | close=2040-12-06 10:30:00 | carousel=UNASSIGNED
2040-12-06 11:00:00 | TR2742 | Wide | pos=3 | open=2040-12-06 08:00:00 | close=2040-12-06 10:30:00 | carousel=UNASSIGNED
2040-12-06 11:10:00 | TR86 | Wide | pos=3 | open=2040-12-06 08:10:00 | close=2040-12-06 10:40:00 | carousel=UNASSIGNED
2040-12-06 11:25:00 | TZ5511 | Narrow | pos=7 | open=2040-12-06 08:25:00 | close=2040-12-06 10:55:00 | carousel=UNASSIGNED
2040-12-06 11:55:00 | TR2176 | Wide | pos=3 | open=2040-12-06 08:55:00 | close=2040-12-06 11:25:00 | carousel=UNASSIGNED
2040-12-06 12:00:00 | TR2996 | Wide | pos=3 | open=2040-12-06 09:00:00 | close=2040-12-06 11:30:00 | carousel=UNASSIGNED
2040-12-06 12:00:00 | TR3631 | Wide | pos=3 | open=2040-12-06 09:00:00 | close=2040-12-06 11:30:00 | carousel=UNASSIGNED
2040-12-06 12:15:00 | TZ5525 | Narrow | pos=7 | open=2040-12-06 09:15:00 | close=2040-12-06 11:45:00 | carousel=UNASSIGNED
2040-12-06 12:30:00 | TZ8 | Narrow | pos=7 | open=2040-12-06 09:30:00 | close=2040-12-06 12:00:00 | carousel=UNASSIGNED
2040-12-06 12:35:00 | TR2104 | Wide | pos=3 | open=2040-12-06 09:35:00 | close=2040-12-06 12:05:00 | carousel=UNASSIGNED
2040-12-06 12:40:00 | TR2956 | Wide | pos=3 | open=2040-12-06 09:40:00 | close=2040-12-06 12:10:00 | carousel=UNASSIGNED
2040-12-06 12:50:00 | TR3647 | Wide | pos=3 | open=2040-12-06 09:50:00 | close=2040-12-06 12:20:00 | carousel=UNASSIGNED
2040-12-06 12:50:00 | TR3615 | Wide | pos=3 | open=2040-12-06 09:50:00 | close=2040-12-06 12:20:00 | carousel=UNASSIGNED
2040-12-06 12:55:00 | TR2904 | Wide | pos=3 | open=2040-12-06 09:55:00 | close=2040-12-06 12:25:00 | carousel=UNASSIGNED
2040-12-06 13:00:00 | TR2324 | Wide | pos=3 | open=2040-12-06 10:00:00 | close=2040-12-06 12:30:00 | carousel=UNASSIGNED
2040-12-06 13:20:00 | TR3629 | Wide | pos=3 | open=2040-12-06 10:20:00 | close=2040-12-06 12:50:00 | carousel=UNASSIGNED
2040-12-06 13:20:00 | TR2424 | Wide | pos=3 | open=2040-12-06 10:20:00 | close=2040-12-06 12:50:00 | carousel=UNASSIGNED
2040-12-06 13:20:00 | TR2132 | Wide | pos=3 | open=2040-12-06 10:20:00 | close=2040-12-06 12:50:00 | carousel=UNASSIGNED
2040-12-06 13:30:00 | TR82 | Wide | pos=3 | open=2040-12-06 10:30:00 | close=2040-12-06 13:00:00 | carousel=UNASSIGNED
2040-12-06 13:35:00 | TR3669 | Wide | pos=3 | open=2040-12-06 10:35:00 | close=2040-12-06 13:05:00 | carousel=UNASSIGNED
2040-12-06 14:00:00 | TR2702 | Wide | pos=3 | open=2040-12-06 11:00:00 | close=2040-12-06 13:30:00 | carousel=UNASSIGNED
2040-12-06 14:00:00 | TZ5515 | Narrow | pos=7 | open=2040-12-06 11:00:00 | close=2040-12-06 13:30:00 | carousel=UNASSIGNED
2040-12-06 14:00:00 | TR2066 | Wide | pos=3 | open=2040-12-06 11:00:00 | close=2040-12-06 13:30:00 | carousel=UNASSIGNED
2040-12-06 14:00:00 | TZ3607 | Narrow | pos=7 | open=2040-12-06 11:00:00 | close=2040-12-06 13:30:00 | carousel=UNASSIGNED
2040-12-06 15:20:00 | TR2288 | Wide | pos=3 | open=2040-12-06 12:20:00 | close=2040-12-06 14:50:00 | carousel=UNASSIGNED
2040-12-06 15:20:00 | TR2482 | Wide | pos=3 | open=2040-12-06 12:20:00 | close=2040-12-06 14:50:00 | carousel=UNASSIGNED
2040-12-06 15:30:00 | TR2112 | Wide | pos=3 | open=2040-12-06 12:30:00 | close=2040-12-06 15:00:00 | carousel=UNASSIGNED
2040-12-06 15:30:00 | TR2328 | Wide | pos=3 | open=2040-12-06 12:30:00 | close=2040-12-06 15:00:00 | carousel=UNASSIGNED
2040-12-06 16:00:00 | TR1978 | Wide | pos=3 | open=2040-12-06 13:00:00 | close=2040-12-06 15:30:00 | carousel=UNASSIGNED
2040-12-06 16:05:00 | TZ5509 | Narrow | pos=7 | open=2040-12-06 13:05:00 | close=2040-12-06 15:35:00 | carousel=UNASSIGNED
2040-12-06 16:15:00 | TR1976 | Wide | pos=3 | open=2040-12-06 13:15:00 | close=2040-12-06 15:45:00 | carousel=UNASSIGNED
2040-12-06 16:20:00 | TR3607 | Wide | pos=3 | open=2040-12-06 13:20:00 | close=2040-12-06 15:50:00 | carousel=UNASSIGNED
2040-12-06 16:35:00 | TR2464 | Wide | pos=3 | open=2040-12-06 13:35:00 | close=2040-12-06 16:05:00 | carousel=UNASSIGNED
2040-12-06 16:45:00 | TZ5517 | Narrow | pos=7 | open=2040-12-06 13:45:00 | close=2040-12-06 16:15:00 | carousel=UNASSIGNED
2040-12-06 17:00:00 | TR3653 | Wide | pos=3 | open=2040-12-06 14:00:00 | close=2040-12-06 16:30:00 | carousel=UNASSIGNED
2040-12-06 17:10:00 | TZ108 | Narrow | pos=7 | open=2040-12-06 14:10:00 | close=2040-12-06 16:40:00 | carousel=UNASSIGNED
2040-12-06 17:30:00 | TR2656 | Wide | pos=3 | open=2040-12-06 14:30:00 | close=2040-12-06 17:00:00 | carousel=UNASSIGNED
2040-12-06 17:35:00 | TR3637 | Wide | pos=3 | open=2040-12-06 14:35:00 | close=2040-12-06 17:05:00 | carousel=UNASSIGNED
2040-12-06 17:35:00 | TZ302 | Narrow | pos=7 | open=2040-12-06 14:35:00 | close=2040-12-06 17:05:00 | carousel=UNASSIGNED
2040-12-06 17:40:00 | TR3666 | Wide | pos=3 | open=2040-12-06 14:40:00 | close=2040-12-06 17:10:00 | carousel=UNASSIGNED
2040-12-06 17:50:00 | TR2726 | Wide | pos=3 | open=2040-12-06 14:50:00 | close=2040-12-06 17:20:00 | carousel=UNASSIGNED
2040-12-06 18:00:00 | TR2108 | Wide | pos=3 | open=2040-12-06 15:00:00 | close=2040-12-06 17:30:00 | carousel=UNASSIGNED
2040-12-06 18:00:00 | TR76 | Wide | pos=3 | open=2040-12-06 15:00:00 | close=2040-12-06 17:30:00 | carousel=UNASSIGNED
2040-12-06 18:05:00 | TR2968 | Wide | pos=3 | open=2040-12-06 15:05:00 | close=2040-12-06 17:35:00 | carousel=UNASSIGNED
2040-12-06 18:10:00 | TR2272 | Wide | pos=3 | open=2040-12-06 15:10:00 | close=2040-12-06 17:40:00 | carousel=UNASSIGNED
2040-12-06 18:15:00 | TR3639 | Wide | pos=3 | open=2040-12-06 15:15:00 | close=2040-12-06 17:45:00 | carousel=UNASSIGNED
2040-12-06 18:20:00 | TR2158 | Wide | pos=3 | open=2040-12-06 15:20:00 | close=2040-12-06 17:50:00 | carousel=UNASSIGNED
2040-12-06 18:35:00 | TR1974 | Wide | pos=3 | open=2040-12-06 15:35:00 | close=2040-12-06 18:05:00 | carousel=UNASSIGNED
2040-12-06 18:50:00 | TR2426 | Wide | pos=3 | open=2040-12-06 15:50:00 | close=2040-12-06 18:20:00 | carousel=UNASSIGNED
2040-12-06 19:00:00 | TR78 | Wide | pos=3 | open=2040-12-06 16:00:00 | close=2040-12-06 18:30:00 | carousel=UNASSIGNED
2040-12-06 19:00:00 | TR2952 | Wide | pos=3 | open=2040-12-06 16:00:00 | close=2040-12-06 18:30:00 | carousel=UNASSIGNED
2040-12-06 19:00:00 | TZ2404 | Narrow | pos=7 | open=2040-12-06 16:00:00 | close=2040-12-06 18:30:00 | carousel=UNASSIGNED
2040-12-06 19:15:00 | TR2332 | Wide | pos=3 | open=2040-12-06 16:15:00 | close=2040-12-06 18:45:00 | carousel=UNASSIGNED
2040-12-06 19:15:00 | TR72 | Wide | pos=3 | open=2040-12-06 16:15:00 | close=2040-12-06 18:45:00 | carousel=UNASSIGNED
2040-12-06 19:20:00 | TR3649 | Wide | pos=3 | open=2040-12-06 16:20:00 | close=2040-12-06 18:50:00 | carousel=UNASSIGNED
2040-12-06 19:25:00 | TR74 | Wide | pos=3 | open=2040-12-06 16:25:00 | close=2040-12-06 18:55:00 | carousel=UNASSIGNED
2040-12-06 19:25:00 | TR90 | Wide | pos=3 | open=2040-12-06 16:25:00 | close=2040-12-06 18:55:00 | carousel=UNASSIGNED
2040-12-06 19:30:00 | TR68 | Wide | pos=3 | open=2040-12-06 16:30:00 | close=2040-12-06 19:00:00 | carousel=UNASSIGNED
2040-12-06 19:30:00 | TZ3627 | Narrow | pos=7 | open=2040-12-06 16:30:00 | close=2040-12-06 19:00:00 | carousel=UNASSIGNED
2040-12-06 19:40:00 | TR1998 | Wide | pos=3 | open=2040-12-06 16:40:00 | close=2040-12-06 19:10:00 | carousel=UNASSIGNED
2040-12-06 19:55:00 | TR3645 | Wide | pos=3 | open=2040-12-06 16:55:00 | close=2040-12-06 19:25:00 | carousel=UNASSIGNED
2040-12-06 20:00:00 | TZ504 | Narrow | pos=7 | open=2040-12-06 17:00:00 | close=2040-12-06 19:30:00 | carousel=UNASSIGNED
2040-12-06 20:00:00 | TZ3625 | Narrow | pos=7 | open=2040-12-06 17:00:00 | close=2040-12-06 19:30:00 | carousel=UNASSIGNED
2040-12-06 20:00:00 | TZ3623 | Narrow | pos=7 | open=2040-12-06 17:00:00 | close=2040-12-06 19:30:00 | carousel=UNASSIGNED
2040-12-06 20:00:00 | MI8 | Wide | pos=3 | open=2040-12-06 17:00:00 | close=2040-12-06 19:30:00 | carousel=UNASSIGNED
2040-12-06 20:10:00 | TR4182 | Wide | pos=3 | open=2040-12-06 17:10:00 | close=2040-12-06 19:40:00 | carousel=UNASSIGNED
2040-12-06 20:10:00 | TZ502 | Narrow | pos=7 | open=2040-12-06 17:10:00 | close=2040-12-06 19:40:00 | carousel=UNASSIGNED
2040-12-06 20:15:00 | TZ3619 | Narrow | pos=7 | open=2040-12-06 17:15:00 | close=2040-12-06 19:45:00 | carousel=UNASSIGNED
2040-12-06 20:15:00 | TZ3605 | Narrow | pos=7 | open=2040-12-06 17:15:00 | close=2040-12-06 19:45:00 | carousel=UNASSIGNED
2040-12-06 20:20:00 | TR5005 | Wide | pos=3 | open=2040-12-06 17:20:00 | close=2040-12-06 19:50:00 | carousel=UNASSIGNED
2040-12-06 20:30:00 | TR3661 | Wide | pos=3 | open=2040-12-06 17:30:00 | close=2040-12-06 20:00:00 | carousel=UNASSIGNED
2040-12-06 20:30:00 | TR1966 | Wide | pos=3 | open=2040-12-06 17:30:00 | close=2040-12-06 20:00:00 | carousel=UNASSIGNED
2040-12-06 20:40:00 | TR3663 | Wide | pos=3 | open=2040-12-06 17:40:00 | close=2040-12-06 20:10:00 | carousel=UNASSIGNED
2040-12-06 20:55:00 | TR3613 | Wide | pos=3 | open=2040-12-06 17:55:00 | close=2040-12-06 20:25:00 | carousel=UNASSIGNED
2040-12-06 20:55:00 | TR3617 | Wide | pos=3 | open=2040-12-06 17:55:00 | close=2040-12-06 20:25:00 | carousel=UNASSIGNED
2040-12-06 21:00:00 | TZ224 | Narrow | pos=7 | open=2040-12-06 18:00:00 | close=2040-12-06 20:30:00 | carousel=UNASSIGNED
2040-12-06 21:10:00 | TZ3613 | Narrow | pos=7 | open=2040-12-06 18:10:00 | close=2040-12-06 20:40:00 | carousel=UNASSIGNED
2040-12-06 21:15:00 | TR2664 | Wide | pos=3 | open=2040-12-06 18:15:00 | close=2040-12-06 20:45:00 | carousel=UNASSIGNED
2040-12-06 21:25:00 | TZ3615 | Narrow | pos=7 | open=2040-12-06 18:25:00 | close=2040-12-06 20:55:00 | carousel=UNASSIGNED
2040-12-06 21:30:00 | TR3655 | Wide | pos=3 | open=2040-12-06 18:30:00 | close=2040-12-06 21:00:00 | carousel=UNASSIGNED
2040-12-06 21:40:00 | TR2988 | Wide | pos=3 | open=2040-12-06 18:40:00 | close=2040-12-06 21:10:00 | carousel=UNASSIGNED
2040-12-06 22:00:00 | TR3657 | Wide | pos=3 | open=2040-12-06 19:00:00 | close=2040-12-06 21:30:00 | carousel=UNASSIGNED
2040-12-06 22:15:00 | TR2652 | Wide | pos=3 | open=2040-12-06 19:15:00 | close=2040-12-06 21:45:00 | carousel=UNASSIGNED
2040-12-06 22:25:00 | TZ6 | Narrow | pos=7 | open=2040-12-06 19:25:00 | close=2040-12-06 21:55:00 | carousel=UNASSIGNED
2040-12-06 22:30:00 | TR2624 | Wide | pos=3 | open=2040-12-06 19:30:00 | close=2040-12-06 22:00:00 | carousel=UNASSIGNED
2040-12-06 23:00:00 | TR2668 | Wide | pos=3 | open=2040-12-06 20:00:00 | close=2040-12-06 22:30:00 | carousel=UNASSIGNED
