2040-12-05 00:45:00 | TZ202 | Wide | pos=7 | open=2040-12-04 22:15:00 | close=2040-12-05 00:15:00 | carousel=MUC101
2040-12-06 06:00:00 | TR2986 | Narrow | pos=3 | open=2040-12-06 03:30:00 | close=2040-12-06 05:30:00 | carousel=MUC209
2040-12-06 06:05:00 | TR2062 | Narrow | pos=3 | open=2040-12-06 03:35:00 | close=2040-12-06 05:35:00 | carousel=MUC201
2040-12-06 06:05:00 | TZ128 | Wide | pos=7 | open=2040-12-06 03:35:00 | close=2040-12-06 05:35:00 | carousel=MUC210
2040-12-06 06:15:00 | TZ288 | Wide | pos=7 | open=2040-12-06 03:45:00 | close=2040-12-06 05:45:00 | carousel=MUC202
2040-12-06 06:30:00 | TR5011 | Narrow | pos=3 | open=2040-12-06 04:00:00 | close=2040-12-06 06:00:00 | carousel=MUC203
2040-12-06 06:30:00 | TR2102 | Narrow | pos=3 | open=2040-12-06 04:00:00 | close=2040-12-06 06:00:00 | carousel=MUC105
2040-12-06 06:50:00 | TR5009 | Narrow | pos=3 | open=2040-12-06 04:20:00 | close=2040-12-06 06:20:00 | carousel=MUC106
2040-12-06 07:00:00 | TR98 | Narrow | pos=3 | open=2040-12-06 04:30:00 | close=2040-12-06 06:30:00 | carousel=MUC204
2040-12-06 07:05:00 | TR2322 | Narrow | pos=3 | open=2040-12-06 04:35:00 | close=2040-12-06 06:35:00 | carousel=MUC101
2040-12-06 07:10:00 | TR3605 | Narrow | pos=3 | open=2040-12-06 04:40:00 | close=2040-12-06 06:40:00 | carousel=MUC102
2040-12-06 07:15:00 | TZ3609 | Wide | pos=7 | open=2040-12-06 04:45:00 | close=2040-12-06 06:45:00 | carousel=MUC107
2040-12-06 07:20:00 | TR2822 | Narrow | pos=3 | open=2040-12-06 04:50:00 | close=2040-12-06 06:50:00 | carousel=MUC108
2040-12-06 07:20:00 | TR2934 | Narrow | pos=3 | open=2040-12-06 04:50:00 | close=2040-12-06 06:50:00 | carousel=MUC103
2040-12-06 07:25:00 | MI20 | Narrow | pos=3 | open=2040-12-06 04:55:00 | close=2040-12-06 06:55:00 | carousel=MUC104
2040-12-06 07:30:00 | TR2462 | Narrow | pos=3 | open=2040-12-06 05:00:00 | close=2040-12-06 07:00:00 | carousel=MUC109
2040-12-06 07:30:00 | MI436 | Narrow | pos=3 | open=2040-12-06 05:00:00 | close=2040-12-06 07:00:00 | carousel=MUC110
2040-12-06 07:30:00 | TR5003 | Narrow | pos=3 | open=2040-12-06 05:00:00 | close=2040-12-06 07:00:00 | carousel=MUC205
2040-12-06 07:35:00 | TR3667 | Narrow | pos=3 | open=2040-12-06 05:05:00 | close=2040-12-06 07:05:00 | carousel=MUC202
2040-12-06 07:40:00 | MI234 | Narrow | pos=3 | open=2040-12-06 05:10:00 | close=2040-12-06 07:10:00 | carousel=MUC206
2040-12-06 07:45:00 | MI602 | Narrow | pos=3 | open=2040-12-06 05:15:00 | close=2040-12-06 07:15:00 | carousel=MUC207
2040-12-06 07:45:00 | TR2948 | Narrow | pos=3 | open=2040-12-06 05:15:00 | close=2040-12-06 07:15:00 | carousel=UNASSIGNED
2040-12-06 07:50:00 | TR3627 | Narrow | pos=3 | open=2040-12-06 05:20:00 | close=2040-12-06 07:20:00 | carousel=MUC208
2040-12-06 07:50:00 | MI68 | Narrow | pos=3 | open=2040-12-06 05:20:00 | close=2040-12-06 07:20:00 | carousel=MUC210
2040-12-06 07:50:00 | MI124 | Narrow | pos=3 | open=2040-12-06 05:20:00 | close=2040-12-06 07:20:00 | carousel=UNASSIGNED
2040-12-06 07:55:00 | TR2260 | Narrow | pos=3 | open=2040-12-06 05:25:00 | close=2040-12-06 07:25:00 | carousel=MUC107
2040-12-06 08:00:00 | TR2152 | Narrow | pos=3 | open=2040-12-06 05:30:00 | close=2040-12-06 07:30:00 | carousel=MUC209
2040-12-06 08:00:00 | TZ3621 | Wide | pos=7 | open=2040-12-06 05:30:00 | close=2040-12-06 07:30:00 | carousel=MUC105
2040-12-06 08:00:00 | MI366 | Narrow | pos=3 | open=2040-12-06 05:30:00 | close=2040-12-06 07:30:00 | carousel=UNASSIGNED
2040-12-06 08:00:00 | MI3629 | Narrow | pos=3 | open=2040-12-06 05:30:00 | close=2040-12-06 07:30:00 | carousel=UNASSIGNED
2040-12-06 08:10:00 | MI1983 | Narrow | pos=3 | open=2040-12-06 05:40:00 | close=2040-12-06 07:40:00 | carousel=UNASSIGNED
2040-12-06 08:10:00 | TZ3604 | Wide | pos=7 | open=2040-12-06 05:40:00 | close=2040-12-06 07:40:00 | carousel=MUC203
2040-12-06 08:10:00 | MI3638 | Narrow | pos=3 | open=2040-12-06 05:40:00 | close=2040-12-06 07:40:00 | carousel=MUC201
2040-12-06 08:20:00 | MI2495 | Narrow | pos=3 | open=2040-12-06 05:50:00 | close=2040-12-06 07:50:00 | carousel=UNASSIGNED
2040-12-06 08:25:00 | TR2106 | Narrow | pos=3 | open=2040-12-06 05:55:00 | close=2040-12-06 07:55:00 | carousel=UNASSIGNED
2040-12-06 08:30:00 | MI702 | Narrow | pos=3 | open=2040-12-06 06:00:00 | close=2040-12-06 08:00:00 | carousel=UNASSIGNED
2040-12-06 08:30:00 | TR3611 | Narrow | pos=3 | open=2040-12-06 06:00:00 | close=2040-12-06 08:00:00 | carousel=MUC105
2040-12-06 08:30:00 | TR94 | Narrow | pos=3 | open=2040-12-06 06:00:00 | close=2040-12-06 08:00:00 | carousel=MUC203
2040-12-06 08:35:00 | TR2662 | Narrow | pos=3 | open=2040-12-06 06:05:00 | close=2040-12-06 08:05:00 | carousel=UNASSIGNED
2040-12-06 08:50:00 | TZ5513 | Wide | pos=7 | open=2040-12-06 06:20:00 | close=2040-12-06 08:20:00 | carousel=MUC204
2040-12-06 08:55:00 | TR2994 | Narrow | pos=3 | open=2040-12-06 06:25:00 | close=2040-12-06 08:25:00 | carousel=MUC106
2040-12-06 09:00:00 | TR2428 | Narrow | pos=3 | open=2040-12-06 06:30:00 | close=2040-12-06 08:30:00 | carousel=UNASSIGNED
2040-12-06 09:00:00 | MI986 | Narrow | pos=3 | open=2040-12-06 06:30:00 | close=2040-12-06 08:30:00 | carousel=MUC204
2040-12-06 09:05:00 | TZ282 | Wide | pos=7 | open=2040-12-06 06:35:00 | close=2040-12-06 08:35:00 | carousel=MUC101
2040-12-06 09:15:00 | TR1990 | Narrow | pos=3 | open=2040-12-06 06:45:00 | close=2040-12-06 08:45:00 | carousel=UNASSIGNED
2040-12-06 09:15:00 | TR1992 | Narrow | pos=3 | open=2040-12-06 06:45:00 | close=2040-12-06 08:45:00 | carousel=UNASSIGNED
2040-12-06 09:25:00 | TR3601 | Narrow | pos=3 | open=2040-12-06 06:55:00 | close=2040-12-06 08:55:00 | carousel=MUC108
2040-12-06 09:30:00 | TR1988 | Narrow | pos=3 | open=2040-12-06 07:00:00 | close=2040-12-06 09:00:00 | carousel=MUC109
2040-12-06 09:35:00 | TR3603 | Narrow | pos=3 | open=2040-12-06 07:05:00 | close=2040-12-06 09:05:00 | carousel=MUC110
2040-12-06 09:35:00 | TR1986 | Narrow | pos=3 | open=2040-12-06 07:05:00 | close=2040-12-06 09:05:00 | carousel=MUC205
2040-12-06 09:45:00 | TR2454 | Narrow | pos=3 | open=2040-12-06 07:15:00 | close=2040-12-06 09:15:00 | carousel=MUC102
2040-12-06 09:50:00 | TR88 | Narrow | pos=3 | open=2040-12-06 07:20:00 | close=2040-12-06 09:20:00 | carousel=MUC206
2040-12-06 10:00:00 | TR2916 | Narrow | pos=3 | open=2040-12-06 07:30:00 | close=2040-12-06 09:30:00 | carousel=MUC207
2040-12-06 10:00:00 | TR2308 | Narrow | pos=3 | open=2040-12-06 07:30:00 | close=2040-12-06 09:30:00 | carousel=MUC103
2040-12-06 10:05:00 | TR2182 | Narrow | pos=3 | open=2040-12-06 07:35:00 | close=2040-12-06 09:35:00 | carousel=MUC208
2040-12-06 10:10:00 | TZ5503 | Wide | pos=7 | open=2040-12-06 07:40:00 | close=2040-12-06 09:40:00 | carousel=MUC209
2040-12-06 10:10:00 | TZ5501 | Wide | pos=7 | open=2040-12-06 07:40:00 | close=2040-12-06 09:40:00 | carousel=MUC104
2040-12-06 10:15:00 | TR2278 | Narrow | pos=3 | open=2040-12-06 07:45:00 | close=2040-12-06 09:45:00 | carousel=MUC201
2040-12-06 10:25:00 | TZ82 | Wide | pos=7 | open=2040-12-06 07:55:00 | close=2040-12-06 09:55:00 | carousel=MUC105
2040-12-06 10:25:00 | TR3659 | Narrow | pos=3 | open=2040-12-06 07:55:00 | close=2040-12-06 09:55:00 | carousel=MUC210
2040-12-06 10:30:00 | TR1984 | Narrow | pos=3 | open=2040-12-06 08:00:00 | close=2040-12-06 10:00:00 | carousel=MUC202
2040-12-06 10:45:00 | TZ3602 | Wide | pos=7 | open=2040-12-06 08:15:00 | close=2040-12-06 10:15:00 | carousel=MUC106
2040-12-06 11:00:00 | TZ226 | Wide | pos=7 | open=2040-12-06 08:30:00 | close=2040-12-06 10:30:00 | carousel=MUC203
2040-12-06 11:00:00 | TR2742 | Narrow | pos=3 | open=2040-12-06 08:30:00 | close=2040-12-06 10:30:00 | carousel=MUC204
2040-12-06 11:10:00 | TR86 | Narrow | pos=3 | open=2040-12-06 08:40:00 | close=2040-12-06 10:40:00 | carousel=MUC101
2040-12-06 11:25:00 | TZ5511 | Wide | pos=7 | open=2040-12-06 08:55:00 | close=2040-12-06 10:55:00 | carousel=MUC102
2040-12-06 11:55:00 | TR2176 | Narrow | pos=3 | open=2040-12-06 09:25:00 | close=2040-12-06 11:25:00 | carousel=MUC104
2040-12-06 12:00:00 | TR2996 | Narrow | pos=3 | open=2040-12-06 09:30:00 | close=2040-12-06 11:30:00 | carousel=MUC108
2040-12-06 12:00:00 | TR3631 | Narrow | pos=3 | open=2040-12-06 09:30:00 | close=2040-12-06 11:30:00 | carousel=MUC107
2040-12-06 12:15:00 | TZ5525 | Wide | pos=7 | open=2040-12-06 09:45:00 | close=2040-12-06 11:45:00 | carousel=MUC201
2040-12-06 12:30:00 | TZ8 | Wide | pos=7 | open=2040-12-06 10:00:00 | close=2040-12-06 12:00:00 | carousel=MUC202
2040-12-06 12:35:00 | TR2104 | Narrow | pos=3 | open=2040-12-06 10:05:00 | close=2040-12-06 12:05:00 | carousel=MUC109
2040-12-06 12:40:00 | TR2956 | Narrow | pos=3 | open=2040-12-06 10:10:00 | close=2040-12-06 12:10:00 | carousel=MUC203
2040-12-06 12:50:00 | TR3647 | Narrow | pos=3 | open=2040-12-06 10:20:00 | close=2040-12-06 12:20:00 | carousel=MUC110
2040-12-06 12:50:00 | TR3615 | Narrow | pos=3 | open=2040-12-06 10:20:00 | close=2040-12-06 12:20:00 | carousel=MUC102
2040-12-06 12:55:00 | TR2904 | Narrow | pos=3 | open=2040-12-06 10:25:00 | close=2040-12-06 12:25:00 | carousel=MUC205
2040-12-06 13:00:00 | TR2324 | Narrow | pos=3 | open=2040-12-06 10:30:00 | close=2040-12-06 12:30:00 | carousel=MUC206
2040-12-06 13:20:00 | TR2424 | Narrow | pos=3 | open=2040-12-06 10:50:00 | close=2040-12-06 12:50:00 | carousel=MUC103
2040-12-06 13:20:00 | TR3629 | Narrow | pos=3 | open=2040-12-06 10:50:00 | close=2040-12-06 12:50:00 | carousel=MUC207
2040-12-06 13:20:00 | TR2132 | Narrow | pos=3 | open=2040-12-06 10:50:00 | close=2040-12-06 12:50:00 | carousel=MUC208
2040-12-06 13:30:00 | TR82 | Narrow | pos=3 | open=2040-12-06 11:00:00 | close=2040-12-06 13:00:00 | carousel=MUC209
2040-12-06 13:35:00 | TR3669 | Narrow | pos=3 | open=2040-12-06 11:05:00 | close=2040-12-06 13:05:00 | carousel=MUC210
2040-12-06 14:00:00 | TR2702 | Narrow | pos=3 | open=2040-12-06 11:30:00 | close=2040-12-06 13:30:00 | carousel=MUC106
2040-12-06 14:00:00 | TZ3607 | Wide | pos=7 | open=2040-12-06 11:30:00 | close=2040-12-06 13:30:00 | carousel=MUC105
2040-12-06 14:00:00 | TR2066 | Narrow | pos=3 | open=2040-12-06 11:30:00 | close=2040-12-06 13:30:00 | carousel=MUC201
2040-12-06 14:00:00 | TZ5515 | Wide | pos=7 | open=2040-12-06 11:30:00 | close=2040-12-06 13:30:00 | carousel=MUC104
2040-12-06 15:20:00 | TR2482 | Narrow | pos=3 | open=2040-12-06 12:50:00 | close=2040-12-06 14:50:00 | carousel=MUC107
2040-12-06 15:20:00 | TR2288 | Narrow | pos=3 | open=2040-12-06 12:50:00 | close=2040-12-06 14:50:00 | carousel=MUC202
2040-12-06 15:30:00 | TR2112 | Narrow | pos=3 | open=2040-12-06 13:00:00 | close=2040-12-06 15:00:00 | carousel=MUC109
2040-12-06 15:30:00 | TR2328 | Narrow | pos=3 | open=2040-12-06 13:00:00 | close=2040-12-06 15:00:00 | carousel=MUC108
2040-12-06 16:00:00 | TR1978 | Narrow | pos=3 | open=2040-12-06 13:30:00 | close=2040-12-06 15:30:00 | carousel=MUC110
2040-12-06 16:05:00 | TZ5509 | Wide | pos=7 | open=2040-12-06 13:35:00 | close=2040-12-06 15:35:00 | carousel=MUC203
2040-12-06 16:15:00 | TR1976 | Narrow | pos=3 | open=2040-12-06 13:45:00 | close=2040-12-06 15:45:00 | carousel=MUC205
2040-12-06 16:20:00 | TR3607 | Narrow | pos=3 | open=2040-12-06 13:50:00 | close=2040-12-06 15:50:00 | carousel=MUC204
2040-12-06 16:35:00 | TR2464 | Narrow | pos=3 | open=2040-12-06 14:05:00 | close=2040-12-06 16:05:00 | carousel=MUC206
2040-12-06 16:45:00 | TZ5517 | Wide | pos=7 | open=2040-12-06 14:15:00 | close=2040-12-06 16:15:00 | carousel=MUC101
2040-12-06 17:00:00 | TR3653 | Narrow | pos=3 | open=2040-12-06 14:30:00 | close=2040-12-06 16:30:00 | carousel=MUC207
2040-12-06 17:10:00 | TZ108 | Wide | pos=7 | open=2040-12-06 14:40:00 | close=2040-12-06 16:40:00 | carousel=MUC208
2040-12-06 17:30:00 | TR2656 | Narrow | pos=3 | open=2040-12-06 15:00:00 | close=2040-12-06 17:00:00 | carousel=MUC209
2040-12-06 17:35:00 | TR3637 | Narrow | pos=3 | open=2040-12-06 15:05:00 | close=2040-12-06 17:05:00 | carousel=MUC102
2040-12-06 17:35:00 | TZ302 | Wide | pos=7 | open=2040-12-06 15:05:00 | close=2040-12-06 17:05:00 | carousel=MUC210
2040-12-06 17:40:00 | TR3666 | Narrow | pos=3 | open=2040-12-06 15:10:00 | close=2040-12-06 17:10:00 | carousel=MUC105
2040-12-06 17:50:00 | TR2726 | Narrow | pos=3 | open=2040-12-06 15:20:00 | close=2040-12-06 17:20:00 | carousel=MUC103
2040-12-06 18:00:00 | TR2108 | Narrow | pos=3 | open=2040-12-06 15:30:00 | close=2040-12-06 17:30:00 | carousel=MUC106
2040-12-06 18:00:00 | TR76 | Narrow | pos=3 | open=2040-12-06 15:30:00 | close=2040-12-06 17:30:00 | carousel=MUC104
2040-12-06 18:05:00 | TR2968 | Narrow | pos=3 | open=2040-12-06 15:35:00 | close=2040-12-06 17:35:00 | carousel=MUC201
2040-12-06 18:10:00 | TR2272 | Narrow | pos=3 | open=2040-12-06 15:40:00 | close=2040-12-06 17:40:00 | carousel=MUC107
2040-12-06 18:15:00 | TR3639 | Narrow | pos=3 | open=2040-12-06 15:45:00 | close=2040-12-06 17:45:00 | carousel=MUC202
2040-12-06 18:20:00 | TR2158 | Narrow | pos=3 | open=2040-12-06 15:50:00 | close=2040-12-06 17:50:00 | carousel=MUC203
2040-12-06 18:35:00 | TR1974 | Narrow | pos=3 | open=2040-12-06 16:05:00 | close=2040-12-06 18:05:00 | carousel=MUC108
2040-12-06 18:50:00 | TR2426 | Narrow | pos=3 | open=2040-12-06 16:20:00 | close=2040-12-06 18:20:00 | carousel=MUC204
2040-12-06 19:00:00 | TR78 | Narrow | pos=3 | open=2040-12-06 16:30:00 | close=2040-12-06 18:30:00 | carousel=MUC101
2040-12-06 19:00:00 | TR2952 | Narrow | pos=3 | open=2040-12-06 16:30:00 | close=2040-12-06 18:30:00 | carousel=MUC109
2040-12-06 19:00:00 | TZ2404 | Wide | pos=7 | open=2040-12-06 16:30:00 | close=2040-12-06 18:30:00 | carousel=MUC101
2040-12-06 19:15:00 | TR2332 | Narrow | pos=3 | open=2040-12-06 16:45:00 | close=2040-12-06 18:45:00 | carousel=MUC205
2040-12-06 19:15:00 | TR72 | Narrow | pos=3 | open=2040-12-06 16:45:00 | close=2040-12-06 18:45:00 | carousel=MUC110
2040-12-06 19:20:00 | TR3649 | Narrow | pos=3 | open=2040-12-06 16:50:00 | close=2040-12-06 18:50:00 | carousel=UNASSIGNED
2040-12-06 19:25:00 | TR74 | Narrow | pos=3 | open=2040-12-06 16:55:00 | close=2040-12-06 18:55:00 | carousel=MUC206
2040-12-06 19:25:00 | TR90 | Narrow | pos=3 | open=2040-12-06 16:55:00 | close=2040-12-06 18:55:00 | carousel=MUC207
2040-12-06 19:30:00 | TR68 | Narrow | pos=3 | open=2040-12-06 17:00:00 | close=2040-12-06 19:00:00 | carousel=UNASSIGNED
2040-12-06 19:30:00 | TZ3627 | Wide | pos=7 | open=2040-12-06 17:00:00 | close=2040-12-06 19:00:00 | carousel=MUC102
2040-12-06 19:40:00 | TR1998 | Narrow | pos=3 | open=2040-12-06 17:10:00 | close=2040-12-06 19:10:00 | carousel=MUC102
2040-12-06 19:55:00 | TR3645 | Narrow | pos=3 | open=2040-12-06 17:25:00 | close=2040-12-06 19:25:00 | carousel=MUC103
2040-12-06 20:00:00 | TZ504 | Wide | pos=7 | open=2040-12-06 17:30:00 | close=2040-12-06 19:30:00 | carousel=MUC201
2040-12-06 20:00:00 | MI8 | Narrow | pos=3 | open=2040-12-06 17:30:00 | close=2040-12-06 19:30:00 | carousel=MUC104
2040-12-06 20:00:00 | TZ3623 | Wide | pos=7 | open=2040-12-06 17:30:00 | close=2040-12-06 19:30:00 | carousel=MUC209
2040-12-06 20:00:00 | TZ3625 | Wide | pos=7 | open=2040-12-06 17:30:00 | close=2040-12-06 19:30:00 | carousel=MUC208
2040-12-06 20:10:00 | TZ502 | Wide | pos=7 | open=2040-12-06 17:40:00 | close=2040-12-06 19:40:00 | carousel=MUC210
2040-12-06 20:10:00 | TR4182 | Narrow | pos=3 | open=2040-12-06 17:40:00 | close=2040-12-06 19:40:00 | carousel=MUC201
2040-12-06 20:15:00 | TZ3619 | Wide | pos=7 | open=2040-12-06 17:45:00 | close=2040-12-06 19:45:00 | carousel=MUC106
2040-12-06 20:15:00 | TZ3605 | Wide | pos=7 | open=2040-12-06 17:45:00 | close=2040-12-06 19:45:00 | carousel=MUC105
2040-12-06 20:20:00 | TR5005 | Narrow | pos=3 | open=2040-12-06 17:50:00 | close=2040-12-06 19:50:00 | carousel=MUC107
2040-12-06 20:30:00 | TR3661 | Narrow | pos=3 | open=2040-12-06 18:00:00 | close=2040-12-06 20:00:00 | carousel=MUC202
2040-12-06 20:30:00 | TR1966 | Narrow | pos=3 | open=2040-12-06 18:00:00 | close=2040-12-06 20:00:00 | carousel=MUC208
2040-12-06 20:40:00 | TR3663 | Narrow | pos=3 | open=2040-12-06 18:10:00 | close=2040-12-06 20:10:00 | carousel=MUC203
2040-12-06 20:55:00 | TR3613 | Narrow | pos=3 | open=2040-12-06 18:25:00 | close=2040-12-06 20:25:00 | carousel=MUC209
2040-12-06 20:55:00 | TR3617 | Narrow | pos=3 | open=2040-12-06 18:25:00 | close=2040-12-06 20:25:00 | carousel=MUC204
2040-12-06 21:00:00 | TZ224 | Wide | pos=7 | open=2040-12-06 18:30:00 | close=2040-12-06 20:30:00 | carousel=MUC107
2040-12-06 21:10:00 | TZ3613 | Wide | pos=7 | open=2040-12-06 18:40:00 | close=2040-12-06 20:40:00 | carousel=MUC101
2040-12-06 21:15:00 | TR2664 | Narrow | pos=3 | open=2040-12-06 18:45:00 | close=2040-12-06 20:45:00 | carousel=MUC108
2040-12-06 21:25:00 | TZ3615 | Wide | pos=7 | open=2040-12-06 18:55:00 | close=2040-12-06 20:55:00 | carousel=MUC103
2040-12-06 21:30:00 | TR3655 | Narrow | pos=3 | open=2040-12-06 19:00:00 | close=2040-12-06 21:00:00 | carousel=MUC109
2040-12-06 21:40:00 | TR2988 | Narrow | pos=3 | open=2040-12-06 19:10:00 | close=2040-12-06 21:10:00 | carousel=MUC110
2040-12-06 22:00:00 | TR3657 | Narrow | pos=3 | open=2040-12-06 19:30:00 | close=2040-12-06 21:30:00 | carousel=MUC104
2040-12-06 22:15:00 | TR2652 | Narrow | pos=3 | open=2040-12-06 19:45:00 | close=2040-12-06 21:45:00 | carousel=MUC205
2040-12-06 22:25:00 | TZ6 | Wide | pos=7 | open=2040-12-06 19:55:00 | close=2040-12-06 21:55:00 | carousel=MUC206
2040-12-06 22:30:00 | TR2624 | Narrow | pos=3 | open=2040-12-06 20:00:00 | close=2040-12-06 22:00:00 | carousel=MUC207
2040-12-06 23:00:00 | TR2668 | Narrow | pos=3 | open=2040-12-06 20:30:00 | close=2040-12-06 22:30:00 | carousel=MUC208
